SectionID,SlotIndex,SubjectCode,TeacherID
SEC01,0,8,44
SEC01,1,7,44
SEC01,2,7,38
SEC01,3,1,31
SEC01,4,9,39
SEC01,5,1,40
SEC01,6,0,36
SEC01,7,4,30
SEC01,8,1,42
SEC01,9,2,29
SEC01,10,9,28
SEC01,11,6,40
SEC01,12,8,36
SEC01,13,4,41
SEC01,14,1,29
SEC01,15,9,40
SEC01,16,0,28
SEC01,17,8,34
SEC01,18,8,30
SEC01,19,9,43
SEC01,20,8,43
SEC01,21,2,25
SEC01,22,6,32
SEC01,23,4,29
SEC01,24,4,27
SEC01,25,6,26
SEC01,26,6,35
SEC01,27,2,33
SEC01,28,2,2
SEC01,29,4,39
SEC01,30,2,44
SEC01,31,9,32
SEC01,32,4,37
SEC01,33,11,38
SEC01,34,9,26
SEC01,35,6,6
SEC01,36,11,25
SEC01,37,9,27
SEC01,38,7,35
SEC01,39,2,32
SEC01,40,8,26
SEC01,41,4,4
SEC01,42,4,43
SEC01,43,1,36
SEC01,44,11,33
SEC01,45,4,34
SEC01,46,9,34
SEC01,47,11,37
SEC01,48,9,25
SEC01,49,0,42
SEC11,0,8,41
SEC11,1,1,1
SEC11,2,4,37
SEC11,3,7,38
SEC11,4,4,43
SEC11,5,6,32
SEC11,6,0,27
SEC11,7,9,40
SEC11,8,11,33
SEC11,9,9,25
SEC11,10,1,42
SEC11,11,8,30
SEC11,12,8,33
SEC11,13,2,29
SEC11,14,8,34
SEC11,15,2,33
SEC11,16,0,42
SEC11,17,4,4
SEC11,18,7,44
SEC11,19,9,34
SEC11,20,11,22
SEC11,21,7,35
SEC11,22,8,36
SEC11,23,1,36
SEC11,24,11,38
SEC11,25,9,28
SEC11,26,9,39
SEC11,27,4,34
SEC11,28,9,32
SEC11,29,2,2
SEC11,30,6,37
SEC11,31,1,40
SEC11,32,0,0
SEC11,33,8,21
SEC11,34,6,41
SEC11,35,6,35
SEC11,36,1,35
SEC11,37,2,44
SEC11,38,7,31
SEC11,39,8,31
SEC11,40,9,14
SEC11,41,9,26
SEC11,42,2,39
SEC11,43,7,24
SEC11,44,11,30
SEC11,45,9,27
SEC11,46,0,28
SEC11,47,4,18
SEC11,48,1,31
SEC11,49,11,37
SEC12,0,1,42
SEC12,1,11,22
SEC12,2,1,36
SEC12,3,8,34
SEC12,4,7,24
SEC12,5,4,41
SEC12,6,0,42
SEC12,7,4,34
SEC12,8,7,35
SEC12,9,2,39
SEC12,10,4,39
SEC12,11,9,39
SEC12,12,6,41
SEC12,13,0,0
SEC12,14,9,27
SEC12,15,6,6
SEC12,16,4,29
SEC12,17,11,25
SEC12,18,0,36
SEC12,19,8,21
SEC12,20,9,34
SEC12,21,2,33
SEC12,22,6,28
SEC12,23,8,30
SEC12,24,7,31
SEC12,25,8,44
SEC12,26,8,31
SEC12,27,2,32
SEC12,28,4,43
SEC12,29,4,30
SEC12,30,1,35
SEC12,31,8,33
SEC12,32,7,20
SEC12,33,9,32
SEC12,34,6,35
SEC12,35,2,29
SEC12,36,8,42
SEC12,37,4,4
SEC12,38,0,28
SEC12,39,11,38
SEC12,40,9,25
SEC12,41,1,40
SEC12,42,0,38
SEC12,43,7,44
SEC12,44,9,40
SEC12,45,7,38
SEC12,46,11,33
SEC12,47,1,31
SEC12,48,0,27
SEC12,49,6,32
SEC14,0,1,29
SEC14,1,4,18
SEC14,2,6,35
SEC14,3,2,44
SEC14,4,8,42
SEC14,5,4,39
SEC14,6,6,40
SEC14,7,7,38
SEC14,8,0,28
SEC14,9,9,28
SEC14,10,0,38
SEC14,11,11,25
SEC14,12,9,14
SEC14,13,9,34
SEC14,14,2,33
SEC14,15,8,43
SEC14,16,4,4
SEC14,17,6,6
SEC14,18,7,24
SEC14,19,11,33
SEC14,20,2,39
SEC14,21,7,44
SEC14,22,0,0
SEC14,23,6,26
SEC14,24,11,22
SEC14,25,9,43
SEC14,26,11,37
SEC14,27,7,20
SEC14,28,9,40
SEC14,29,4,34
SEC14,30,2,25
SEC14,31,1,1
SEC14,32,2,32
SEC14,33,1,31
SEC14,34,8,36
SEC14,35,6,41
SEC14,36,4,27
SEC14,37,4,41
SEC14,38,4,43
SEC14,39,1,42
SEC14,40,4,30
SEC14,41,8,21
SEC14,42,7,31
SEC14,43,8,31
SEC14,44,2,2
SEC14,45,6,28
SEC14,46,2,29
SEC14,47,8,41
SEC14,48,7,35
SEC14,49,11,30
SEC16,0,0,27
SEC16,1,6,41
SEC16,2,4,39
SEC16,3,6,26
SEC16,4,1,40
SEC16,5,0,36
SEC16,6,6,37
SEC16,7,4,37
SEC16,8,1,1
SEC16,9,4,30
SEC16,10,7,44
SEC16,11,9,28
SEC16,12,11,37
SEC16,13,1,31
SEC16,14,11,22
SEC16,15,7,24
SEC16,16,9,25
SEC16,17,2,32
SEC16,18,7,35
SEC16,19,8,26
SEC16,20,2,2
SEC16,21,8,43
SEC16,22,8,44
SEC16,23,8,34
SEC16,24,0,28
SEC16,25,8,41
SEC16,26,7,20
SEC16,27,8,36
SEC16,28,6,6
SEC16,29,8,31
SEC16,30,11,30
SEC16,31,1,36
SEC16,32,9,26
SEC16,33,4,41
SEC16,34,11,33
SEC16,35,8,33
SEC16,36,9,32
SEC16,37,11,38
SEC16,38,8,21
SEC16,39,6,40
SEC16,40,9,27
SEC16,41,1,35
SEC16,42,11,25
SEC16,43,6,28
SEC16,44,0,0
SEC16,45,8,30
SEC16,46,0,38
SEC16,47,4,4
SEC16,48,1,29
SEC16,49,4,27
SEC28,0,2,33
SEC28,1,8,42
SEC28,2,9,34
SEC28,3,6,41
SEC28,4,2,2
SEC28,5,2,29
SEC28,6,0,28
SEC28,7,6,32
SEC28,8,8,44
SEC28,9,4,43
SEC28,10,8,36
SEC28,11,11,37
SEC28,12,1,35
SEC28,13,9,27
SEC28,14,4,39
SEC28,15,1,42
SEC28,16,1,40
SEC28,17,6,28
SEC28,18,0,42
SEC28,19,9,32
SEC28,20,9,25
SEC28,21,0,38
SEC28,22,8,34
SEC28,23,9,40
SEC28,24,8,41
SEC28,25,1,31
SEC28,26,1,29
SEC28,27,9,14
SEC28,28,6,35
SEC28,29,7,35
SEC28,30,4,41
SEC28,31,4,37
SEC28,32,4,30
SEC28,33,2,25
SEC28,34,7,24
SEC28,35,7,44
SEC28,36,6,6
SEC28,37,4,34
SEC28,38,8,26
SEC28,39,11,25
SEC28,40,1,36
SEC28,41,8,31
SEC28,42,1,1
SEC28,43,11,22
SEC28,44,6,37
SEC28,45,8,21
SEC28,46,4,18
SEC28,47,0,27
SEC28,48,7,20
SEC28,49,11,38
SEC31,0,9,28
SEC31,1,2,29
SEC31,2,9,14
SEC31,3,9,43
SEC31,4,8,21
SEC31,5,6,37
SEC31,6,4,41
SEC31,7,9,25
SEC31,8,8,26
SEC31,9,1,35
SEC31,10,2,33
SEC31,11,6,32
SEC31,12,8,30
SEC31,13,8,36
SEC31,14,4,37
SEC31,15,4,34
SEC31,16,6,41
SEC31,17,8,43
SEC31,18,0,38
SEC31,19,4,39
SEC31,20,4,30
SEC31,21,1,29
SEC31,22,0,42
SEC31,23,11,25
SEC31,24,1,36
SEC31,25,6,40
SEC31,26,2,2
SEC31,27,7,31
SEC31,28,9,34
SEC31,29,7,24
SEC31,30,1,1
SEC31,31,8,42
SEC31,32,0,27
SEC31,33,9,40
SEC31,34,4,4
SEC31,35,0,0
SEC31,36,1,31
SEC31,37,4,43
SEC31,38,11,38
SEC31,39,11,33
SEC31,40,8,33
SEC31,41,11,37
SEC31,42,1,40
SEC31,43,7,20
SEC31,44,6,28
SEC31,45,6,6
SEC31,46,7,44
SEC31,47,11,22
SEC31,48,9,32
SEC31,49,9,39
SEC43,0,9,40
SEC43,1,11,38
SEC43,2,6,41
SEC43,3,4,39
SEC43,4,7,31
SEC43,5,7,35
SEC43,6,2,32
SEC43,7,11,33
SEC43,8,6,37
SEC43,9,8,34
SEC43,10,11,30
SEC43,11,1,29
SEC43,12,11,25
SEC43,13,1,42
SEC43,14,6,40
SEC43,15,7,20
SEC43,16,4,43
SEC43,17,2,2
SEC43,18,9,14
SEC43,19,1,35
SEC43,20,2,33
SEC43,21,7,24
SEC43,22,4,37
SEC43,23,6,35
SEC43,24,9,25
SEC43,25,0,38
SEC43,26,6,26
SEC43,27,4,4
SEC43,28,9,28
SEC43,29,8,33
SEC43,30,8,31
SEC43,31,8,21
SEC43,32,1,1
SEC43,33,11,22
SEC43,34,4,34
SEC43,35,0,27
SEC43,36,1,40
SEC43,37,9,39
SEC43,38,8,41
SEC43,39,0,28
SEC43,40,0,0
SEC43,41,4,29
SEC43,42,9,34
SEC43,43,9,27
SEC43,44,8,42
SEC43,45,11,37
SEC43,46,0,36
SEC43,47,6,32
SEC43,48,4,41
SEC43,49,1,31
SEC47,0,11,25
SEC47,1,9,28
SEC47,2,2,32
SEC47,3,1,35
SEC47,4,0,0
SEC47,5,2,44
SEC47,6,11,30
SEC47,7,1,29
SEC47,8,6,41
SEC47,9,8,21
SEC47,10,9,40
SEC47,11,8,31
SEC47,12,1,42
SEC47,13,0,38
SEC47,14,0,36
SEC47,15,8,44
SEC47,16,7,20
SEC47,17,4,39
SEC47,18,8,34
SEC47,19,4,29
SEC47,20,7,38
SEC47,21,9,27
SEC47,22,11,38
SEC47,23,6,37
SEC47,24,4,34
SEC47,25,4,27
SEC47,26,4,4
SEC47,27,0,28
SEC47,28,1,36
SEC47,29,7,44
SEC47,30,9,32
SEC47,31,2,39
SEC47,32,8,43
SEC47,33,9,26
SEC47,34,2,2
SEC47,35,1,40
SEC47,36,8,36
SEC47,37,8,42
SEC47,38,0,42
SEC47,39,7,24
SEC47,40,4,41
SEC47,41,8,30
SEC47,42,8,33
SEC47,43,8,41
SEC47,44,6,32
SEC47,45,7,35
SEC47,46,0,27
SEC47,47,6,6
SEC47,48,9,14
SEC47,49,6,40
SEC48,0,1,31
SEC48,1,2,2
SEC48,2,11,22
SEC48,3,11,30
SEC48,4,8,30
SEC48,5,4,43
SEC48,6,8,26
SEC48,7,7,44
SEC48,8,4,30
SEC48,9,4,37
SEC48,10,8,31
SEC48,11,6,26
SEC48,12,2,39
SEC48,13,0,28
SEC48,14,6,28
SEC48,15,9,28
SEC48,16,6,35
SEC48,17,2,44
SEC48,18,9,40
SEC48,19,8,36
SEC48,20,9,27
SEC48,21,6,40
SEC48,22,6,6
SEC48,23,2,32
SEC48,24,1,35
SEC48,25,4,39
SEC48,26,8,44
SEC48,27,8,21
SEC48,28,1,1
SEC48,29,4,27
SEC48,30,7,24
SEC48,31,1,29
SEC48,32,0,42
SEC48,33,9,43
SEC48,34,0,38
SEC48,35,8,42
SEC48,36,4,29
SEC48,37,9,26
SEC48,38,0,0
SEC48,39,9,14
SEC48,40,6,37
SEC48,41,4,18
SEC48,42,0,36
SEC48,43,4,4
SEC48,44,2,25
SEC48,45,11,33
SEC48,46,11,25
SEC48,47,9,39
SEC48,48,1,40
SEC48,49,4,41
SEC51,0,1,35
SEC51,1,6,40
SEC51,2,7,20
SEC51,3,9,27
SEC51,4,11,25
SEC51,5,8,31
SEC51,6,8,43
SEC51,7,1,31
SEC51,8,4,39
SEC51,9,9,14
SEC51,10,8,34
SEC51,11,7,35
SEC51,12,9,32
SEC51,13,2,32
SEC51,14,9,25
SEC51,15,4,41
SEC51,16,6,32
SEC51,17,8,21
SEC51,18,9,26
SEC51,19,8,44
SEC51,20,1,1
SEC51,21,9,34
SEC51,22,2,29
SEC51,23,2,33
SEC51,24,2,2
SEC51,25,6,37
SEC51,26,1,36
SEC51,27,9,40
SEC51,28,7,44
SEC51,29,0,28
SEC51,30,4,4
SEC51,31,11,22
SEC51,32,6,28
SEC51,33,8,33
SEC51,34,4,30
SEC51,35,2,25
SEC51,36,8,26
SEC51,37,11,33
SEC51,38,9,39
SEC51,39,4,34
SEC51,40,2,44
SEC51,41,11,38
SEC51,42,8,30
SEC51,43,4,18
SEC51,44,7,31
SEC51,45,0,36
SEC51,46,6,6
SEC51,47,1,42
SEC51,48,0,0
SEC51,49,4,43
SEC55,0,0,36
SEC55,1,6,26
SEC55,2,6,6
SEC55,3,7,24
SEC55,4,8,36
SEC55,5,0,27
SEC55,6,11,38
SEC55,7,9,39
SEC55,8,8,21
SEC55,9,6,32
SEC55,10,4,29
SEC55,11,1,42
SEC55,12,4,34
SEC55,13,9,25
SEC55,14,2,44
SEC55,15,0,38
SEC55,16,8,26
SEC55,17,4,41
SEC55,18,2,33
SEC55,19,2,2
SEC55,20,9,32
SEC55,21,11,37
SEC55,22,6,40
SEC55,23,7,44
SEC55,24,1,40
SEC55,25,9,34
SEC55,26,4,43
SEC55,27,2,29
SEC55,28,1,29
SEC55,29,9,14
SEC55,30,2,39
SEC55,31,4,4
SEC55,32,8,41
SEC55,33,0,0
SEC55,34,8,31
SEC55,35,9,43
SEC55,36,7,38
SEC55,37,1,1
SEC55,38,7,20
SEC55,39,8,43
SEC55,40,2,32
SEC55,41,4,39
SEC55,42,9,28
SEC55,43,2,25
SEC55,44,8,34
SEC55,45,4,18
SEC55,46,9,40
SEC55,47,11,25
SEC55,48,6,28
SEC55,49,11,33
SEC57,0,4,39
SEC57,1,6,35
SEC57,2,4,30
SEC57,3,1,29
SEC57,4,8,34
SEC57,5,0,28
SEC57,6,4,29
SEC57,7,4,41
SEC57,8,9,34
SEC57,9,11,33
SEC57,10,8,26
SEC57,11,8,43
SEC57,12,4,4
SEC57,13,4,43
SEC57,14,8,31
SEC57,15,2,29
SEC57,16,7,31
SEC57,17,1,35
SEC57,18,2,25
SEC57,19,8,41
SEC57,20,8,44
SEC57,21,0,0
SEC57,22,9,25
SEC57,23,8,42
SEC57,24,8,30
SEC57,25,11,30
SEC57,26,2,32
SEC57,27,2,44
SEC57,28,4,27
SEC57,29,0,36
SEC57,30,7,20
SEC57,31,2,2
SEC57,32,11,25
SEC57,33,1,42
SEC57,34,9,32
SEC57,35,9,26
SEC57,36,4,37
SEC57,37,1,40
SEC57,38,1,36
SEC57,39,2,39
SEC57,40,9,43
SEC57,41,1,1
SEC57,42,9,14
SEC57,43,6,37
SEC57,44,4,18
SEC57,45,6,40
SEC57,46,7,24
SEC57,47,4,34
SEC57,48,11,22
SEC57,49,6,6
SEC59,0,11,37
SEC59,1,8,36
SEC59,2,0,28
SEC59,3,9,32
SEC59,4,0,27
SEC59,5,4,30
SEC59,6,7,31
SEC59,7,0,36
SEC59,8,1,31
SEC59,9,0,0
SEC59,10,6,37
SEC59,11,8,33
SEC59,12,6,28
SEC59,13,9,14
SEC59,14,1,1
SEC59,15,6,32
SEC59,16,0,38
SEC59,17,2,29
SEC59,18,6,41
SEC59,19,0,42
SEC59,20,1,40
SEC59,21,8,30
SEC59,22,4,27
SEC59,23,2,39
SEC59,24,9,39
SEC59,25,6,6
SEC59,26,8,21
SEC59,27,4,43
SEC59,28,9,26
SEC59,29,4,41
SEC59,30,9,43
SEC59,31,8,41
SEC59,32,4,34
SEC59,33,6,35
SEC59,34,9,40
SEC59,35,4,37
SEC59,36,4,18
SEC59,37,7,35
SEC59,38,4,4
SEC59,39,1,29
SEC59,40,9,28
SEC59,41,1,36
SEC59,42,6,26
SEC59,43,2,33
SEC59,44,11,22
SEC59,45,7,44
SEC59,46,1,42
SEC59,47,8,44
SEC59,48,8,43
SEC59,49,7,24
SEC64,0,7,20
SEC64,1,9,27
SEC64,2,1,1
SEC64,3,9,40
SEC64,4,9,32
SEC64,5,0,38
SEC64,6,8,33
SEC64,7,9,26
SEC64,8,4,4
SEC64,9,8,41
SEC64,10,2,25
SEC64,11,0,36
SEC64,12,8,26
SEC64,13,11,22
SEC64,14,11,30
SEC64,15,11,25
SEC64,16,9,34
SEC64,17,4,27
SEC64,18,8,43
SEC64,19,9,28
SEC64,20,6,37
SEC64,21,4,41
SEC64,22,9,39
SEC64,23,0,28
SEC64,24,8,21
SEC64,25,2,29
SEC64,26,6,41
SEC64,27,11,37
SEC64,28,1,42
SEC64,29,4,43
SEC64,30,0,0
SEC64,31,9,43
SEC64,32,2,2
SEC64,33,7,44
SEC64,34,8,44
SEC64,35,2,32
SEC64,36,8,30
SEC64,37,9,14
SEC64,38,2,33
SEC64,39,7,35
SEC64,40,7,31
SEC64,41,8,34
SEC64,42,0,42
SEC64,43,8,42
SEC64,44,6,6
SEC64,45,9,25
SEC64,46,6,32
SEC64,47,1,40
SEC64,48,7,24
SEC64,49,1,35
SEC65,0,6,26
SEC65,1,11,37
SEC65,2,2,29
SEC65,3,11,22
SEC65,4,8,26
SEC65,5,2,33
SEC65,6,9,14
SEC65,7,9,28
SEC65,8,6,32
SEC65,9,7,44
SEC65,10,7,20
SEC65,11,11,38
SEC65,12,7,38
SEC65,13,2,44
SEC65,14,8,42
SEC65,15,8,21
SEC65,16,1,36
SEC65,17,4,37
SEC65,18,2,32
SEC65,19,1,31
SEC65,20,7,31
SEC65,21,0,42
SEC65,22,1,1
SEC65,23,9,43
SEC65,24,4,43
SEC65,25,2,2
SEC65,26,0,38
SEC65,27,9,25
SEC65,28,8,31
SEC65,29,6,37
SEC65,30,6,40
SEC65,31,4,30
SEC65,32,6,35
SEC65,33,0,27
SEC65,34,2,39
SEC65,35,0,28
SEC65,36,4,4
SEC65,37,8,36
SEC65,38,9,40
SEC65,39,9,26
SEC65,40,4,18
SEC65,41,6,28
SEC65,42,9,27
SEC65,43,1,40
SEC65,44,8,41
SEC65,45,9,39
SEC65,46,7,35
SEC65,47,8,33
SEC65,48,4,34
SEC65,49,8,44
SEC70,0,4,34
SEC70,1,6,32
SEC70,2,8,21
SEC70,3,2,2
SEC70,4,6,35
SEC70,5,6,26
SEC70,6,11,25
SEC70,7,1,35
SEC70,8,8,36
SEC70,9,6,40
SEC70,10,0,27
SEC70,11,9,14
SEC70,12,9,27
SEC70,13,11,30
SEC70,14,6,41
SEC70,15,1,36
SEC70,16,4,39
SEC70,17,0,0
SEC70,18,6,6
SEC70,19,7,38
SEC70,20,0,42
SEC70,21,8,26
SEC70,22,7,31
SEC70,23,4,27
SEC70,24,7,24
SEC70,25,8,42
SEC70,26,8,30
SEC70,27,11,38
SEC70,28,0,38
SEC70,29,1,40
SEC70,30,1,42
SEC70,31,8,34
SEC70,32,0,36
SEC70,33,2,39
SEC70,34,0,28
SEC70,35,4,30
SEC70,36,11,33
SEC70,37,9,32
SEC70,38,11,22
SEC70,39,8,41
SEC70,40,9,34
SEC70,41,2,33
SEC70,42,2,32
SEC70,43,9,39
SEC70,44,4,4
SEC70,45,1,29
SEC70,46,4,41
SEC70,47,4,29
SEC70,48,6,37
SEC70,49,7,20
SEC71,0,7,38
SEC71,1,11,33
SEC71,2,1,31
SEC71,3,8,33
SEC71,4,6,28
SEC71,5,4,4
SEC71,6,1,35
SEC71,7,9,43
SEC71,8,0,27
SEC71,9,1,1
SEC71,10,4,41
SEC71,11,8,41
SEC71,12,8,44
SEC71,13,9,40
SEC71,14,2,32
SEC71,15,6,37
SEC71,16,11,37
SEC71,17,6,40
SEC71,18,4,27
SEC71,19,8,30
SEC71,20,0,36
SEC71,21,9,39
SEC71,22,4,30
SEC71,23,2,2
SEC71,24,8,26
SEC71,25,9,25
SEC71,26,11,25
SEC71,27,9,27
SEC71,28,2,33
SEC71,29,6,6
SEC71,30,2,29
SEC71,31,7,24
SEC71,32,7,44
SEC71,33,1,36
SEC71,34,9,14
SEC71,35,8,34
SEC71,36,0,0
SEC71,37,0,28
SEC71,38,9,32
SEC71,39,2,44
SEC71,40,2,39
SEC71,41,6,41
SEC71,42,4,37
SEC71,43,11,30
SEC71,44,4,43
SEC71,45,8,31
SEC71,46,11,22
SEC71,47,7,20
SEC71,48,8,21
SEC71,49,4,29
